Year ,Region,Sum of AveragePrice,Sum of DetachedPrice,Sum of SemiDetachedPrice,Sum of FlatPrice,Sum of TerracedPrice,Sum of MortgagePrice,Sum of FTBPrice,Sum of FOOPrice,Sum of CashPrice,Sum of NewPrice,Sum of OldPrice
2023,,1385078.714,2768079.95,1755301.665,869286.6436,1350382.811,1399912.07,1148700.985,1618324.892,1317529.527,517242.2362,464995.0951
,Hinckley and Bosworth,31352266.03,44096937.86,28071810.5,16189965.88,23334334.67,28453598.17,23633183.72,30785412.16,25831622.63,40602434.61,29092443.36
2010,,1869381.827,2591000.015,1667262.22,1042985.782,1414313.602,NAN,NAN,NAN,NAN,2314727.691,1784165.637
2011,,1827413.34,2556784.368,1623086.153,1009593.582,1369651.879,NAN,NAN,NAN,NAN,2330883.492,1736168.993
2012,,1847323.161,2569996.347,1646523.284,1009748.786,1390278.825,1893505.649,1580742.161,2050570.783,1736326.698,2346220.178,1756255.464
2013,,1875212.391,2611634.228,1671340.443,1008080.504,1412983.748,1926270.112,1607870.056,2082173.228,1759675.422,2404581.952,1780413.464
2014,,2007231.416,2793766.815,1793462.242,1070963.065,1511024.663,2061624.162,1725132.99,2225691.553,1883791.789,2580766.72,1904922.522
2015,,2109915.197,2948962.461,1886809.034,1112772.135,1578658.279,2166910.7,1809337.269,2342797.82,1980493.479,2718380.78,2000826.288
2016,,2217912.847,3108533.455,1982244.219,1166070.097,1653820.282,2278123.897,1901431.928,2463145.46,2081203.286,2885099.145,2099008.78
2017,,2438503.939,3430791.968,2174532.523,1293505.206,1805713.931,2505931.293,2086223.563,2711571.882,2286167.27,3210384.962,2299119.818
2018,,2593421.216,3654809.906,2321310.776,1345845.374,1917077.099,2667524.914,2217476.501,2885266.289,2425197.302,3443499.199,2441639.999
2019,,2649409.156,3733637.861,2377849.733,1357383.122,1958536.822,2726658.883,2264499.791,2948510.763,2474111.041,3525003.305,2493795.085
2020,,2719976.988,3837540.938,2448194.869,1357773.191,2011025.514,2802284.73,2323645.087,3028346.676,2532410.504,3617287.365,2558882.144
2021,,2991518.365,4252216.418,2686730.657,1451721.264,2212110.751,3083695.29,2546796.632,3340579.389,2780525.224,4076057.378,2810085.544
2022,,3362479.145,4802269.743,3032127.22,1570601.041,2479468.26,3470866.519,2854502.958,3763824.798,3112931.207,4717631.991,3156415.503
2023,,842567.0418,1204993.337,760337.1255,392922.7327,619671.014,870202.0189,715524.7814,942933.5155,778789.4108,431910.454,270744.1251
,Horsham,54439806.47,88221200.96,54377690.85,28845850.87,43875813.07,48200043.67,35632987.69,56737030.29,47806970.33,62291955.09,52199473.09
2010,,3196571.128,5091322.086,3136782.688,1798068.902,2571950.938,NAN,NAN,NAN,NAN,3549026.856,3138954.821
2011,,3192441.626,5138069.086,3129851.499,1770497.524,2556203.434,NAN,NAN,NAN,NAN,3660433.037,3129479.833
2012,,3268605.884,5240466.057,3217697.916,1798082.873,2637266.298,3277818.257,2451193.836,3844424.326,3271940.804,3669030.781,3207327.167
2013,,3397789.913,5457355.864,3352710.822,1845763.727,2750175.826,3403890.068,2536333.797,3991353.468,3387715.567,3840110.212,3328011.306
2014,,3689857.448,5907297.163,3658618.643,1999787.894,2991924.466,3698141.354,2759416.909,4330937.605,3676183.321,4206431.069,3607717.817
2015,,3967390.884,6374803.386,3936189.416,2140116.535,3211734.356,3976216.94,2962030.163,4660528.245,3952831.809,4521524.612,3878302.856
2016,,4290575.197,6898415.031,4265534.762,2315134.668,3461794.108,4301259.221,3206224.628,5037561.877,4272959.545,4949027.225,4185445.904
2017,,4480072.219,7207005.189,4451993.863,2440937.7,3582540.164,4489714.339,3347478.584,5260060.287,4464306.146,5218056.273,4365233.698
2018,,4525670.335,7313448.296,4529646.646,2420519.738,3632103.141,4538528.894,3367007.94,5328761.859,4504251.491,5308570.597,4403635.945
2019,,4452967.112,7216617.616,4476138.921,2356840.884,3577570.299,4466772.832,3306212.361,5251190.399,4429318.52,5241520.244,4331236.93
2020,,4456257.088,7259563.461,4497862.427,2306960.4,3603726.487,4470513.3,3289509.064,5277616.599,4431869.426,5246985.562,4353168.122
2021,,4819080.375,7950577.216,4877564.295,2419934.21,3894777.533,4836351.816,3530321.544,5738642.928,4788382.558,5758505.078,4690430.705
2022,,5323554.352,8867976.322,5435144.471,2571655.607,4293300.728,5352534.763,3873321.591,6367319.99,5266812.991,6530467.85,5144424.74
2023,,1378972.91,2298284.186,1411954.482,661550.2069,1110745.289,1388301.883,1003937.274,1648632.712,1360398.151,592265.6985,436103.2489
,Hounslow,56861227.82,108383845.9,77516319.7,45250678.67,66576606.8,50554984.96,45424229.8,57791524.44,50739272.42,50685808.48,56645917.59
2010,,3089393.953,5698379.062,4091929.984,2528517.46,3552082.693,NAN,NAN,NAN,NAN,2702339.146,3140710.102
2011,,3175261.685,5893427.604,4214919.567,2596567.25,3644923.28,NAN,NAN,NAN,NAN,2861668.788,3219058.395
2012,,3215497.545,5944717.831,4279258.835,2609580.726,3720069.961,3212583.744,2894431.384,3665844.171,3242943.867,2878712.605,3261468.327
2013,,3486927.475,6481368.655,4657064.425,2812579.104,4053154.364,3478781.601,3131914.372,3975507.647,3517452.731,3106916.286,3537853.814
2014,,3894310.244,7295968.698,5223028.519,3134110.869,4526490.987,3889995.967,3505157.312,4429710.506,3910766.545,3489845.244,3949210.842
2015,,4217256.89,7960715.88,5678436.088,3387177.025,4901348.71,4214709.968,3794687.602,4798803.314,4226882.806,3781855.883,4277195.64
2016,,4637544.468,8773987.384,6247225.471,3730957.878,5370096.992,4634248.165,4177793.793,5269434.248,4649948.883,4207256.532,4696565.055
2017,,4810854.404,9056627.156,6432277.56,3903607.531,5513992.185,4803410.904,4343544.408,5450426.643,4839168.683,4429182.591,4859899.758
2018,,4760369.214,9036094.491,6460182.15,3820978.143,5520533.498,4755968.294,4287257.778,5412448.013,4777334.165,4406297.244,4815441.242
2019,,4821508.744,9203933.868,6591720.508,3843263.246,5632751,4817412.335,4335924.418,5494115.116,4835936.595,4469891.182,4877232.846
2020,,4953791.692,9553861.443,6864424.728,3890664.688,5868983.39,4948355.609,4440778.015,5672037.359,4975738.195,4470483.906,5021778.528
2021,,5081493.125,9983015.24,7134687.162,3925287.894,6098264.31,5077935.477,4540654.842,5845170.247,5090926.566,4619932.376,5143760.24
2022,,5313681.748,10679053.53,7625361.438,4008274.684,6468224.318,5316789.115,4723951.734,6153684.925,5281468.425,4817906.682,5377275.432
2023,,1403336.631,2822695.059,2015803.27,1059112.176,1705691.113,1404793.777,1248134.141,1624342.254,1390704.964,443520.0178,468467.3639
,Huntingdonshire,36475082.04,56244397.67,34817499,20079011.85,28328443.69,32917601.78,25921263.66,36871560.33,31052599.69,34094947.48,35965184.16
2010,,2096338.024,3192678.065,1981104.796,1224042.91,1638262.564,NAN,NAN,NAN,NAN,1879356.775,2119992.499
2011,,2054586.333,3151240.252,1935712.095,1191216.851,1595700.203,NAN,NAN,NAN,NAN,1891257.093,2068114.856
2012,,2080949.614,3178789.146,1970448.756,1194318.981,1625651.466,2109195.301,1671046.36,2359810.939,2002743.597,1908783.721,2096477.72
2013,,2151285.026,3289937.894,2039727.507,1217273.674,1682456.892,2188507.557,1730820.2,2448789.386,2074512.719,1985019.965,2165970.342
2014,,2341177.922,3575773.115,2227285.559,1320260.88,1831825.861,2382186.517,1887849.829,2661095.243,2256551.067,2176004.002,2354840.368
2015,,2522748.869,3867785.671,2402747.355,1413417.082,1967687.221,2566805.375,2031999.422,2869415.1,2431877.734,2342657.49,2536704.89
2016,,2812890.109,4315919.05,2680392.191,1578479.232,2188926.401,2861628.227,2267797.488,3197682.344,2712344.84,2638073.251,2826296.852
2017,,3024086.551,4639018.645,2876820.819,1717542.399,2340100.9,3075767.852,2437448.877,3436935.007,2917758.798,2890583.556,3034187.85
2018,,3113638.287,4790448.044,2975602.235,1739339.215,2410841.51,3168851.904,2504209.983,3544645.687,2999114.988,2992434.127,3123186.348
2019,,3121986.401,4813006.294,2991801.527,1721169.411,2418619.551,3178977.138,2506533.748,3558247.365,3003146.791,3001212.216,3131648.078
2020,,3117255.04,4820426.309,2995515.642,1681916.293,2419525.736,3176644.987,2495692.353,3560631.911,2992024.169,3005694.06,3130645.287
2021,,3340814.791,5213194.609,3207837.435,1740273.326,2589445.589,3407780.75,2662906.401,3828865.858,3197089.677,3280075.863,3346298.597
2022,,3728291.205,5866910.965,3596370.318,1859743.76,2875254.795,3809961.521,2956765.448,4289909.197,3546471.407,3760156.043,3713406.16
2023,,969033.8688,1529269.607,936132.7629,480017.8383,744145.0009,991294.6561,768193.5548,1115532.293,918963.9021,343639.3209,317414.3107
,Hyndburn,15152827.88,27265316.18,17629936.1,9650651.362,12850239.7,13652985.43,11818427.64,14103946.79,11983870.56,14396854.34,14916572.96
2010,,1079053.763,1907035.923,1240165.432,718200.0664,921756.5505,NAN,NAN,NAN,NAN,967268.451,1083009.87
2011,,1060942.963,1904414.657,1229575.905,697973.6869,901691.3678,NAN,NAN,NAN,NAN,988202.3086,1063888.067
2012,,1035861.267,1838362.102,1198484.073,675293.3997,883486.9738,1083608.887,940083.5675,1119088.344,952973.4493,965433.8437,1038706.695
2013,,1006172.499,1791994.85,1165444.045,647348.9727,857019.415,1055817.866,914673.4302,1090566.812,927398.6889,946613.8157,1008735.195
2014,,968333.0917,1718448.857,1117217.372,621452.6169,826585.7866,1014828.965,881234.6838,1048510.552,893913.2126,917854.6509,970630.8684
2015,,1049392.877,1878940.394,1216019.399,668170.0373,893124.5878,1100149.829,953576.0565,1137730.915,968197.4639,994494.4467,1052146.043
2016,,1105890.541,1983604.638,1282742.161,707257.1785,940148.6788,1159372.838,1005488.628,1198406.668,1020302.625,1062916.18,1108055.957
2017,,1103145.225,1990829.162,1283952.765,728360.1745,933591.7788,1156472.729,1002270.822,1195983.386,1017839.586,1076788.348,1104011.467
2018,,1132372.953,2049234.505,1323229.278,733746.8148,956811.9666,1187017.742,1028694.975,1226910.899,1044518.997,1113380.113,1133240.901
2019,,1157009.725,2091081.139,1356411.834,736190.4779,976605.2892,1213601.814,1050269.268,1254323.756,1066718.124,1140188.242,1157797.23
2020,,1201929.62,2176751.111,1413126.457,760983.3981,1013215.048,1262220.011,1090130.294,1304651.296,1105939.764,1185247.447,1203623.94
2021,,1351701.042,2455715.572,1578337.613,829039.2593,1142927.269,1419692.984,1226963.153,1465469.609,1243576.69,1348578.054,1352546.011
2022,,1511176.546,2762120.647,1767845.603,897137.1157,1275063.111,1589674.184,1371332.399,1639257.25,1385841.814,1546965.27,1509541.717
2023,,389845.7664,716782.6287,457384.1646,229498.1634,328211.8803,410527.5783,353710.3621,423047.3069,356650.1446,142923.1708,130638.9922
,Inner London,81162381.79,193705456.4,129706033,74632393.9,97480982.9,70158847.4,64665378.62,82511856.72,80532481.92,78149331.49,80136495
2010,,4081863.21,9200013.545,6211605.774,3799574.363,4747254.225,NAN,NAN,NAN,NAN,3824962.388,4116555.349
2011,,4243227.302,9777479.298,6496444.071,3951567.788,4922881.487,NAN,NAN,NAN,NAN,4076792.854,4264191.41
2012,,4489249.906,10362522.91,6917193.127,4162896.997,5261888.675,4305285.849,3981164.231,5100034.72,5040739.934,4157453.643,4530096.253
2013,,4976922.055,11536720.71,7679785.649,4615026.283,5827683.708,4757443.355,4404003.626,5649404.014,5605265.442,4656185.202,5015319.324
2014,,5902418.528,13661816.43,9085632.982,5479594.532,6890133.666,5651477.768,5234037.779,6684822.154,6620338.142,5603076.075,5936790.87
2015,,6404537.862,14890325.99,9941977.681,5930081.83,7530685.269,6150658.348,5684879.267,7246215.204,7127333.126,6123474.14,6434922.617
2016,,6859008.856,16081902.04,10804401.85,6330871.065,8130633.921,6614328.597,6110831.707,7730812.196,7550287.678,6650066.586,6881449.837
2017,,7025313.922,16335799.47,10886510.02,6517032.914,8207324.945,6762211.933,6258012.798,7919068.997,7771132.108,6936231.669,7035942.099
2018,,6924068.4,16280733.12,10944723.34,6401187.765,8188032.821,6664510.039,6172735.92,7794470.923,7676440.432,6976002.658,6907052.924
2019,,6815211.322,16330263.3,10973009.91,6268272.704,8194127.815,6582236.651,6071937.543,7679474.461,7490911.761,6846895.094,6803054.607
2020,,7028591.152,16989802.74,11554817.96,6418995.822,8624360.927,6797793.894,6246680.799,7952484.16,7689066.257,6994468.285,7040378.033
2021,,7115438.538,17966765.71,12046012.8,6431984.976,8977289.771,6885013.414,6298950.475,8105703.242,7779144.395,7094099.531,7125193.664
2022,,7442550.635,19441647.21,12915980.72,6665965.646,9589533.774,7192464.613,6563944.092,8530767.487,8164517.022,7533213.478,7428003.318
2023,,1853980.107,4849663.89,3247937.127,1659341.212,2389151.9,1795422.94,1638200.388,2118599.167,2017305.62,676409.8879,617544.6939
,Inverclyde,16494764.21,37006680.88,18547756.29,12020905.03,15114053.61,14608227.21,12445250.93,16848743.33,12737223.1,22258572.31,16023176.06
2010,,1293093.763,2815580.722,1399780.413,977920.9624,1153966.719,NAN,NAN,NAN,NAN,1637320.662,1278714.206
2011,,1262349.138,2783794.534,1375480.827,948732.0658,1128046.6,NAN,1036192.196,NAN,NAN,1657656.046,1245393.51
2012,,1205532.362,2647576.736,1322402.072,900426.7807,1086460.355,1250585.031,988495.2021,1449344.01,1110432.177,1569635.674,1189641.318
2013,,1154824.841,2547847.223,1275184.433,854469.2996,1051501.485,1204719.176,945990.629,1394889.694,1064240.267,1519717.23,1139251.314
2014,,1170482.625,2600463.955,1297977.544,859764.7723,1068478.582,1223442.922,958169.3596,1414601.398,1074774.761,1558106.139,1154322.985
2015,,1200391.395,2659821.069,1339155.84,879813.5308,1096451.37,1254553.477,985393.4918,1447250.677,1102496.328,1595912.422,1184205.342
2016,,1217250.642,2704044.554,1363430.902,889158.7742,1112594.156,1273934.884,1000002.148,1466473.979,1114986.576,1637537.064,1200188.788
2017,,1204117.656,2673585.013,1340327.868,885361.916,1088284.671,1258822.375,988113.6898,1451710.85,1105026.751,1630688.361,1187802.142
2018,,1214062.727,2704736.818,1371809.274,883962.1639,1107193.058,1271420.852,996672.2337,1462039.858,1110728.711,1645545.153,1197217.354
2019,,1219503.372,2711106.218,1390787.528,882222.4663,1123573.808,1278097.846,1001122.81,1467748.884,1114223.526,1703530.395,1200178.181
2020,,1184289.438,2695204.936,1363317.727,844580.8213,1102219.995,1244412.469,968326.1455,1434279.565,1077542.988,1687670.764,1163414.74
2021,,1374428.299,3195334.983,1591680.946,968807.6663,1293671.812,1448364.412,1120581.481,1669979.648,1245925.124,2008762.566,1348268.79
2022,,1446479.145,3438558.71,1704560.046,1004671.914,1371451.521,1531115.535,1173965.656,1765558.072,1303735.977,2206735.582,1414965.722
2023,,347958.8097,829025.406,411860.8689,241011.8975,330159.4739,368758.2293,282225.8891,424866.6935,313109.9178,199754.2534,119611.6627
,Ipswich,27634431.11,47693714.35,30802790.77,19416090.12,24212681.85,24938788.44,21572524.59,26456998.71,23214387.79,30814714.2,26983890.94
2010,,1611621.689,2721118.519,1761991.205,1190158.547,1417574.631,NAN,NAN,NAN,NAN,1810692.933,1602804.293
2011,,1577696.837,2687321.819,1724972.331,1168441.119,1382142.198,NAN,NAN,NAN,NAN,1818198.317,1565737.274
2012,,1614356.041,2733865.923,1771333.908,1182511.449,1418477.243,1639376.353,1431336.868,1736980.049,1547039.135,1823390.267,1603647.862
2013,,1633958.576,2774582.687,1798602.324,1180893.374,1435453.647,1662923.401,1446748.068,1762864.485,1563983.296,1838108.064,1623400.404
2014,,1792176.655,3040582.011,1976698.89,1290297.197,1574247.678,1824896.584,1587160.788,1933335.879,1713124.413,2029694.231,1779990.716
2015,,1910549.918,3267210.343,2114743.86,1366069.012,1673294.504,1945846.684,1690060.639,2062529.628,1825293.188,2136558.77,1899230.931
2016,,2110387.931,3625144.856,2341842.021,1503548.562,1843896.09,2149556.722,1865502.859,2279281.526,2015793.047,2357291.533,2098074.964
2017,,2278078.305,3918138.314,2522694.337,1648398.539,1974065.31,2319461.803,2015578.538,2457779.475,2178247.46,2617316.126,2261441.121
2018,,2363945.575,4080109.698,2634291.886,1684297.306,2053021.072,2409904.298,2088285.119,2554180.523,2252459.538,2715096.875,2345954.095
2019,,2359102.899,4082299.592,2642094.254,1657485.64,2052267.033,2407061.949,2081246.09,2552533.171,2241889.546,2696271.323,2341338.296
2020,,2361157.12,4108162.732,2666257.061,1612075.17,2066598.812,2412741.844,2078629.433,2562253.761,2232520.701,2651404.423,2347330.15
2021,,2530566.427,4451918.33,2863162.825,1686466.458,2230840.99,2588381.32,2224703.149,2751069.522,2383739.576,2844162.213,2515992.077
2022,,2781674.131,4940978.655,3174659.314,1791021.616,2462769.945,2851247.612,2441085.788,3031228.265,2599278.059,3184385.888,2761409.877
2023,,709159.0074,1262280.874,809446.5571,454426.1292,628032.6976,727389.8666,622187.2487,772962.4239,661019.8322,292143.2403,237538.8834
,Isle of Anglesey,26812501.72,35333370.22,22906522.18,17589508.49,18483248.26,22321963.19,19687743.16,26528938.92,24595209.25,26640574.78,26344281.12
2010,,1793301.503,2334310.145,1527846.806,1243295.16,1258020.961,NAN,NAN,NAN,NAN,1710550.375,1797695.833
2011,,1702517.47,2224475.623,1449789.468,1175549.082,1188104.251,NAN,NAN,NAN,NAN,1681335.304,1703660.211
2012,,1706867.172,2229718.92,1457038.691,1165137.332,1189791.048,1637846.141,1452978.421,1939053.427,1806147.407,1683592.454,1708038.703
2013,,1672764.348,2185023.856,1426739.139,1137181.904,1167627.657,1601822.434,1419296.652,1895246.232,1763161.6,1664250.837,1673318.859
2014,,1771500.499,2319079.588,1510528.034,1191474.331,1234129.561,1695994.452,1502379.712,2007933.694,1867734.846,1765086.84,1772068.839
2015,,1852472.56,2435898.831,1580504.293,1233310.213,1280311.115,1771889.577,1567895.861,2102509.484,1955124.508,1842361.42,1852879.965
2016,,1896833.602,2499034.018,1617414.124,1256770.331,1307425.16,1814150.698,1604915.532,2153363.033,2002150.637,1898424.433,1896791.332
2017,,1970574.154,2601011.493,1678363.7,1335368.073,1349686.003,1883691.093,1663655.265,2240816.766,2081290.737,2007204.617,1968421.977
2018,,2034483.356,2685967.147,1740749.655,1345861.387,1393861.889,1945482.52,1717330.966,2313786.225,2147946.141,2090657.905,2032122.86
2019,,2120525.423,2802213.305,1815423.937,1387558.714,1451578.788,2027100.515,1788409.598,2413125.947,2239469.318,2159247.786,2118594.009
2020,,2220549.624,2933857.2,1903888.327,1429776.782,1523243.18,2125528.989,1871416.095,2528688.535,2341782.526,2259748.728,2219650.119
2021,,2535231.401,3369250.969,2168704.529,1573641.178,1733261.814,2428402.432,2131229.685,2893609.662,2671408.588,2598084.401,2533650.493
2022,,2833148.626,3777184.099,2428120.26,1695956.795,1928990.48,2716954.276,2378972.446,3238619.165,2980901.666,3008141.338,2827894.939
2023,,701731.9849,936345.0289,601411.2221,418627.206,477216.355,673100.0619,589262.9306,802186.7483,738091.2768,271888.3445,239492.9781
,Isle of Wight,32878818.06,48559660.55,33417272.36,19631690.7,26773376.79,27961592.79,23269347.76,32167145.89,29251856.22,34997803.07,32230208.5
2010,,2122066.965,3053218.61,2120544.008,1352899.626,1730678.868,NAN,NAN,NAN,NAN,2165053.851,2123873.473
2011,,2090777.379,3027674.592,2094364.223,1318544.463,1700353.873,NAN,NAN,NAN,NAN,2193045.231,2089904.777
2012,,2085826.82,3021039.463,2099587.461,1299717.715,1703061.698,2025869.385,1702729.524,2322825.011,2127607.723,2183098.201,2085273.728
2013,,2079346.934,3020188.952,2098935.312,1280528.932,1701359.89,2024770.722,1699002.151,2322984.87,2125903.224,2185405.909,2077992.64
2014,,2190302.624,3193218.947,2213083.528,1338192.417,1790879.402,2134370.456,1789417.067,2447065.952,2238095.657,2320430.165,2187502.7
2015,,2246427.927,3296619.514,2270757.776,1362615.319,1828716.04,2187342.697,1830247.974,2513417.319,2296906.891,2377173.591,2242752.319
2016,,2364660.267,3480170.711,2390175.577,1430368.969,1920654.246,2302308.89,1926845.135,2645491.346,2417930.118,2528799.573,2359951.461
2017,,2462307.027,3627208.489,2481163.599,1503365.423,1985854.186,2394819.133,2008559.773,2752523.594,2520014.819,2674477.964,2456356.298
2018,,2539302.806,3754405.807,2577844.824,1524472.441,2052082.519,2473159.518,2066243.203,2843503.879,2596054.2,2789849.545,2532811.822
2019,,2635036.537,3910813.795,2686307.619,1561806.817,2130829.434,2568605.737,2138995.577,2956098.716,2691949.338,2910652.028,2627761.142
2020,,2748375.773,4096629.615,2819876.988,1596417.086,2234763.227,2684157.497,2226362.12,3088934.328,2803292.762,3028022.096,2740833.122
2021,,3027002.399,4559235.968,3112471.605,1714523.469,2473748.047,2960573.982,2440898.489,3415882.964,3082510.653,3373667.733,3017014.926
2022,,3409855.893,5182189.007,3539253.108,1870781.567,2800188.871,3344672.353,2737250.643,3862854.671,3461093.54,3907348.731,3395762.753
2023,,877528.7098,1337047.083,912906.7331,477456.4541,720206.4892,860942.4194,702796.0999,995563.2385,890497.2982,360778.4482,292417.3384
,Islington,93543537.28,240625150.9,166496251.1,83283138.06,145042384.8,82808653.7,78951815.61,88583535.99,85952247.46,84264816.47,93012586.21
2010,,4776662.395,11666047.56,8103086.221,4295863.137,7133435.692,NAN,NAN,NAN,NAN,4218503.719,4842779.843
2011,,5089245.489,12534469.6,8719967.7,4571622.888,7634947.637,NAN,NAN,NAN,NAN,4634962.878,5130260.081
2012,,5305082.818,13170562.79,9209094.811,4743063.496,8084075.884,5259380.045,5025198.873,5607439.754,5469790.508,4727751.932,5364082.677
2013,,5949194.046,14774383.42,10479106.27,5303850.06,9173473.858,5882081.252,5614068.85,6280243.172,6122929.188,5321246.267,6011790.547
2014,,7022055.73,17608107.18,12304529.49,6267267.661,10772818.56,6944762.672,6644942.057,7395058.088,7222311.991,6313821.821,7088920.184
2015,,7717774.868,19485579.4,13508012.47,6891031.972,11817849.86,7634244.694,7303120.813,8127519.342,7933969.395,6950577.911,7783674.81
2016,,7705645.932,19555966.18,13491717.79,6887514.451,11743038.63,7622831.729,7293371.919,8112828.945,7919954.704,7032482.394,7762950.408
2017,,7801375.55,19678129.66,13358631.7,6997371.644,11718082.94,7718358.922,7384265.452,8214564.262,8016550.245,7221629.685,7863935.13
2018,,7794395.379,19972775.51,13578539.84,6969620.921,11848341.95,7709296.424,7372867.751,8214838.144,8014837.12,7275120.843,7841406.945
2019,,7601828.685,19719585.09,13440783.59,6777110.846,11704349.53,7519928.202,7177820.317,8033275.308,7812689.855,7052181.95,7648349.127
2020,,7934552.81,20651324.61,14452680.39,7034407.38,12513985.23,7859556.309,7467279.287,8432268.505,8119128.381,7252954.882,8026009.511
2021,,8246080.081,22286435.59,15408596.2,7266025.148,13335211.93,8169064.732,7739988.845,8805253.778,8434946.55,7595104.405,8333859.708
2022,,8565818.332,23847528.82,16502562.62,7498808.111,14188442.76,8479425.453,8021608.649,9184019.49,8785472.181,7988834.302,8627407.855
2023,,2033825.169,5674255.52,3938941.982,1779580.343,3374330.37,2009723.265,1907282.8,2176227.198,2099667.339,679643.4832,687159.3879
,Kensington and Chelsea,193363572.3,516086583.3,526021027.4,167906812.9,360032349.9,172709876.1,149461285.3,196964901.8,172210336.7,161996054,192855794.4
2010,,10047779.41,26011128.49,26924101.29,8760864.967,18572031.93,NAN,NAN,NAN,NAN,8000067.496,10198478.28
2011,,10902781.09,28896176.34,29682434.27,9463028.685,20534787.15,NAN,NAN,NAN,NAN,8885665.621,11061921.21
2012,,12108539.42,31583114.73,32928882.83,10518993.1,22714974.54,12134805.51,10490085.31,13895962.64,12157788.79,9891545.748,12284887.03
2013,,13518872.4,35223737.08,37018834.35,11718260.22,25617709.58,13521837.68,11657954.87,15500715.32,13518345.51,11090233.77,13708270.11
2014,,15460868.03,40438944.02,41557146.22,13449384.14,28851674.97,15478865.97,13384157.96,17661332.4,15445533.69,12827833.94,15668345.19
2015,,15625232.7,40924701.52,41742506.26,13621395.87,28842355.19,15650756.4,13558900.23,17810081.27,15602052.52,13059560.97,15828862.24
2016,,15314821.25,39815609.74,39849849.55,13408387.4,27712620.47,15337793.25,13348104.98,17385691.4,15293841.6,13002913.4,15497334.19
2017,,16134476.78,41322991.43,41065464.63,14200173.41,28470702.95,16155088.17,14097276.79,18267719.14,16115918.02,13885166.18,16319975.19
2018,,16365625.92,42449234.25,42661727.16,14343589.78,29384961.25,16382099.72,14273359.22,18567336.44,16350279.96,14319596.74,16521272.75
2019,,14831479.59,40072065.26,39149539.05,12967641.34,26855228.95,14849226.1,12927413.67,16838869.39,14815045.61,12991537.91,14964474.43
2020,,15846813.09,42269563.55,43414184.05,13749516.25,29511006.06,15880982.26,13750705.14,18090263.07,15815763.64,13652392.28,15976781.55
2021,,15919233.12,44906370.37,45934850.51,13654529.95,30645733.19,15962974.43,13728475.53,18301737.64,15876573.5,13894845.88,16033558.73
2022,,17341493.8,50572810.58,52189594.01,14706787,34468239.54,17396813.92,14862618.08,20077210.7,17286682.94,15250075.84,17457974.62
2023,,3945555.757,11600135.91,11901913.2,3344260.732,7850324.157,3958632.671,3382233.53,4567982.447,3932510.927,1244618.207,1333658.884
,Kent,41190046.47,69501939.74,43717685.35,25848316.01,34869397.34,37451582.31,29927977.44,42016829.68,34976762.86,47814005.06,40027982.03
2010,,2321207.237,3857990.708,2426128.343,1534737.94,1959597.018,NAN,NAN,NAN,NAN,2589630.212,2308083.267
2011,,2286862.755,3836608.618,2390384.436,1501050.179,1922525.505,NAN,NAN,NAN,NAN,2610037.557,2268634.237
2012,,2320265.62,3874805.783,2431544.821,1508597.727,1962662.727,2366584.67,1900782.63,2652555.598,2223120.665,2644034.266,2302054.165
2013,,2397686.329,4013113.22,2517677.567,1541700.382,2030342.326,2451889.318,1964367.542,2748935.822,2298377.052,2738525.991,2378528.939
2014,,2627396.852,4383378.627,2766600.48,1685061.436,2227652.794,2688731.068,2157567.092,3007799.801,2515101.499,3037084.931,2603864.624
2015,,2853642.099,4777007.58,3011177.616,1822687.782,2414870.392,2926305.451,2341568.353,3268387.053,2721189.01,3304353.77,2827052.745
2016,,3172957.933,5305883.949,3352582.726,2028573.007,2682920.092,3254854.631,2606334.483,3631481.212,3023769.593,3707112.514,3141533.662
2017,,3369304.886,5625313.729,3552567.989,2180318.012,2835404.644,3450290.868,2771378.429,3852151.527,3221769.292,3987172.352,3332916.581
2018,,3513280.818,5903243.896,3732043.563,2229461.896,2960453.79,3593891.224,2881065.462,4027128.671,3366856.86,4203493.39,3474445.008
2019,,3513715.865,5926175.133,3749540.134,2200718.752,2965589.259,3594314.592,2877598.293,4032557.41,3366586.651,4219681.078,3473840.464
2020,,3573380.582,6055084.707,3827533.61,2194451.287,3031111.789,3658178.197,2919603.219,4110332.852,3418155.559,4298304.804,3534532.348
2021,,3854529.01,6608348.321,4135460.824,2304716.538,3283909.413,3945952.162,3138361.31,4448542.823,3687246.72,4680985.9,3807785.675
2022,,4277903.353,7405408.161,4624426.588,2478651.806,3651127.481,4384689.506,3470904.688,4953502.923,4079011.894,5307054.257,4212643.778
2023,,1107913.13,1929577.312,1200016.659,637589.2648,941230.1117,1135900.624,898445.9369,1283453.993,1055578.067,486534.0376,362066.5343
,King's Lynn and West Norfolk ,31138854.82,41750174.62,28228416.77,16140767.09,23473699.39,27112705.85,23190384.99,29980882.69,27782786.1,36559429.06,30325210.36
2010,,1887947.356,2496045.585,1705029.403,1058480.987,1441584.546,NAN,NAN,NAN,NAN,2088437.152,1879522.9
2011,,1822130.932,2419163.842,1644041.177,1009946.088,1384822.532,NAN,NAN,NAN,NAN,2068287.686,1810823.528
2012,,1823002.222,2419619.567,1648109.347,991744.3239,1388413.733,1794940.074,1543645.219,1983276.793,1846435.192,2067148.4,1811891.222
