Year ,Region,Sum of AveragePrice,Sum of DetachedPrice,Sum of SemiDetachedPrice,Sum of FlatPrice,Sum of TerracedPrice,Sum of MortgagePrice,Sum of FTBPrice,Sum of FOOPrice,Sum of CashPrice,Sum of NewPrice,Sum of OldPrice
2013,,1869528.566,2480042.312,1691636.824,1009468.623,1426219.451,1847241.807,1585158.551,2039936.74,1895863.813,2150064.389,1856962.708
2014,,2001568.491,2661458.023,1811329.624,1071381.058,1522062.036,1977917.048,1699261.638,2182540.678,2029446.531,2334563.08,1986803.314
2015,,2151773.615,2873593.43,1947165.086,1139703.733,1626063.25,2125032.891,1824034.96,2348102.356,2183300.545,2517516.68,2135567.75
2016,,2292620.316,3069861.647,2073610.343,1210428.342,1725923.035,2263395.783,1943372.355,2501831.792,2327086.71,2711191.826,2274195.201
2017,,2479316.686,3327515.799,2238143.367,1324455.225,1856706.669,2447287.902,2099680.638,2706711.351,2517100.844,2978995.128,2456739.628
2018,,2569346.926,3450894.112,2328436.564,1339794.352,1926360.88,2538849.225,2175800.128,2805161.844,2605063.919,3137222.247,2544723.938
2019,,2612364.809,3511143.63,2372260.012,1345570.964,1957772.074,2581583.142,2211007.164,2853118.887,2648166.195,3196889.905,2587135.451
2020,,2670024.917,3593557.843,2430867.621,1339831.67,2004787.974,2640587.855,2255008.289,2921105.421,2703499.047,3264927.937,2647455.199
2021,,2887445.561,3911133.165,2622584.415,1403068.093,2166622.357,2857604.451,2430270.209,3167441.641,2920649.448,3562193.641,2861343.395
2022,,3229825.939,4390242.753,2946149.06,1508363.313,2417544.516,3202803.953,2715929.643,3546498.641,3257702.083,4098721.69,3193280.305
2023,,841958.4836,1145902.917,769053.9281,388530.319,628816.3349,835461.7164,707216.1954,925156.5436,848471.7728,383269.3019,278765.8244
,Kingston upon Thames,69341876.37,138829440.1,90860344.46,49985859.1,67187048.65,62588789.76,51679552.9,68068168.83,59735055.39,71309013.25,68216970.31
2010,,3651721.958,7132765.856,4668573.61,2726517.162,3479658.31,NAN,NAN,NAN,NAN,3659478.597,3657210.296
2011,,3744886.923,7428863.808,4811504.167,2776380.507,3554437.593,NAN,NAN,NAN,NAN,3887718.076,3746542.262
2012,,3894930.315,7655980.85,5011658.256,2875739.066,3730565.829,3927964.192,3263234.765,4254513.198,3771926.897,4047969.863,3896214.996
2013,,4148869.783,8192111.76,5347827.252,3049765.996,3981525.925,4188370.549,3474877.134,4538494.193,4017261.556,4287632.791,4147829.614
2014,,4873276.616,9589569.569,6287838.843,3574490.207,4697662.191,4921510.13,4087912.401,5325602.087,4712476.799,5057572.08,4869792.529
2015,,5256030.005,10362261.64,6800680.456,3849122.205,5060126.508,5307939.471,4408542.205,5744530.826,5082988.261,5448058.894,5250042.066
2016,,5800001.361,11412602.29,7499846.611,4254650.117,5575034.091,5856465.245,4872404.273,6334127.921,5611718.838,6066864.435,5791333.736
2017,,5907822.772,11595263.02,7588577.234,4370459.286,5635175.051,5959828.104,4978456.905,6437416.816,5734884.798,6257649.601,5895445.55
2018,,5964375.96,11785459.99,7760416.602,4348778.278,5735472.516,6021316.105,5003770.277,6521997.104,5774618.12,6344210.717,5951306.34
2019,,5839758.187,11606427.1,7651319.431,4214233.011,5647149.549,5898084.978,4884921.522,6401198.228,5644222.46,6199288.943,5828009.033
2020,,5888512.491,11889480.69,7840157.597,4157025.997,5770359.294,5956111.858,4888349.696,6500559.619,5653457.692,6109292.382,5913381.61
2021,,6158996.742,12775211.57,8314261.288,4255888.517,6097552.929,6232190.981,5083235.132,6837392.265,5902451.469,6462906.695,6178648.19
2022,,6514411.441,13800167.77,8939537.215,4391260.816,6523904.936,6598549.095,5342511.645,7274520.245,6211078.693,6850483.907,6526199.174
2023,,1698281.815,3603274.226,2338145.901,1141547.933,1698423.928,1720459.052,1391336.942,1897816.328,1617969.806,629886.2756,565014.9161
,Kirklees,22764855.15,37218574.3,23080845.94,14979668.67,18253427.57,20335705.55,16972361.96,22277025.57,18563336.28,29094754.17,22181068
2010,,1538301.376,2469818.715,1541347.664,1075521.116,1245647.309,NAN,NAN,NAN,NAN,1876979.824,1531075.225
2011,,1486624.441,2411672.734,1489494.606,1036354.914,1197572.971,NAN,NAN,NAN,NAN,1870483.255,1474060.164
2012,,1477306.189,2384342.282,1484024.086,1013952.238,1194050.303,1521252.621,1274769.189,1666858.738,1398643.002,1844455.784,1466275.628
2013,,1463453.45,2366533.603,1472723.442,992826.3315,1182122.695,1505230.529,1259149.036,1649581.716,1380941.876,1844885.687,1451903.935
2014,,1531147.232,2471446.464,1544659.92,1032642.054,1236630.067,1574803.652,1320637.211,1722904.978,1444902.335,1937243.955,1518725.523
2015,,1589260.438,2579433.704,1607302.446,1064928.356,1278469.458,1634813.045,1369463.236,1789554.044,1499284.617,2007885.804,1576264.657
2016,,1655942.901,2694161.119,1676142.727,1105634.127,1330207.494,1703167.799,1427767.661,1863751.998,1562642.787,2114244.43,1641776.888
2017,,1710216.594,2796337.894,1731595.635,1160840.351,1366071.401,1758691.49,1472709.304,1926453.782,1614625.571,2229964.171,1694150.294
2018,,1772608.313,2904015.776,1801953.686,1178500.87,1415495.582,1824241.473,1525295.315,1997835.732,1670630.968,2348000.53,1755385.173
2019,,1801327.143,2955534.911,1836354.146,1180515.93,1436681.256,1855056.877,1548622.322,2031747.784,1695225.949,2390063.302,1783761.105
2020,,1861749.567,3057790.175,1903765.322,1186000.597,1486608.034,1919420.148,1599262.721,2101714.637,1747346.315,2462947.434,1847147.101
2021,,2050478.326,3396723.956,2092774.265,1269546.202,1637980.317,2116180.029,1757436.174,2320135.11,1919156.46,2760935.768,2030979.033
2022,,2246671.117,3755031.938,2303577.911,1339958.54,1786540.539,2322840.604,1922055.17,2547836.222,2091653.011,3117356.557,2217219.447
2023,,579768.0629,975731.0252,595130.0817,342447.0409,459350.1416,600007.2815,495194.6249,658650.8339,538283.3866,289307.6676,192343.8255
,Knowsley,19864284.61,32575902.06,20602534.15,10983614.23,15233335.49,17764328.29,15055612.95,18901944.37,15785198.83,30625432.1,18831082.67
2010,,1339671.354,2173839.157,1380850.532,794630.9834,1029380.984,NAN,NAN,NAN,NAN,1990478.284,1303885.371
2011,,1289668.745,2117553.438,1327655.466,760569.3609,988288.764,NAN,NAN,NAN,NAN,1958356.214,1249638.571
2012,,1279769.302,2080526.539,1319218.624,743631.4416,987339.5548,1313733.309,1116767.336,1400047.455,1176827.253,1932214.339,1240940.14
2013,,1272654.712,2073590.182,1314774.203,729107.8758,980832.2766,1310477.307,1111701.258,1396677.033,1169841.266,1934069.402,1232158.103
2014,,1311100.331,2126227.859,1356399.76,745078.815,1012779.179,1349920.324,1147441.867,1436933.909,1205820.717,2000973.726,1268299.182
2015,,1333748.202,2172360.375,1380819.022,753488.4672,1027848.613,1373470.843,1167026.733,1461985.623,1226101.952,2033379.961,1289598.714
2016,,1400631.906,2290499.171,1451838.976,787822.6177,1075662.635,1442695.643,1224909.282,1535856.615,1286697.733,2161771.557,1352857.226
2017,,1491898.711,2449291.647,1547438.833,844348.0112,1138718.952,1536735.718,1303370.499,1636355.71,1370737.971,2327370.881,1439244.498
2018,,1528165.795,2504974.344,1590014.601,848512.471,1167081.631,1574952.077,1335675.386,1675233.476,1401769.662,2427198.89,1473330.116
2019,,1567262.327,2572289.249,1632739.293,854298.1567,1197107.489,1615826.143,1369215.444,1717978.977,1436212.63,2503885.961,1510119.136
2020,,1621605.579,2654776.993,1691766.61,870306.1435,1245191.267,1672184.436,1417767.315,1776192.125,1486073.008,2608321.444,1567309.117
2021,,1838017.84,3032151.712,1911062.272,960981.3788,1413458.253,1896940.549,1604844.619,2016397.987,1677803.557,2997882.764,1770248.976
2022,,2051918.512,3415987.71,2137287.444,1025999.225,1563642.205,2120403.662,1788783.838,2255326.374,1862119.397,3426018.388,1960196.896
2023,,538171.2938,911833.6889,560668.514,264839.2818,406003.6919,556988.2789,468109.3701,592959.0896,485193.6845,323510.2938,173256.628
,Lambeth,71932568.94,159541082.7,128029695.7,62798658.91,100287041.6,64859617.65,57608840.65,76336156.68,64244440.13,73422030.45,70657285.77
2010,,3566014.205,7440090.903,6050445.738,3163016.705,4802017.044,NAN,NAN,NAN,NAN,3545470.084,3571300.146
2011,,3648358.295,7716976.214,6264914.655,3228465.676,4928366.403,NAN,NAN,NAN,NAN,3761998.505,3644719.819
2012,,3929591.129,8400161.139,6819055.319,3455187.429,5382529.329,3945075.025,3512131.355,4624874.298,3908962.601,3935917.141,3932691.573
2013,,4355588.658,9332072.142,7613115.644,3816450.055,6008535.805,4364377.951,3877290.172,5131974.279,4324416.685,4368901.209,4356932.537
2014,,5203498.93,11251782.09,9093878.165,4560332.582,7174045.444,5214668.736,4637838.264,6120379.405,5163779.842,5243158.932,5202498.065
2015,,5659368.25,12328518.42,9923310.637,4957647.621,7807677.534,5670960.734,5045017.655,6655029.71,5617922.298,5697894.138,5656573.137
2016,,6174747.95,13503506.48,10812597.62,5415391.159,8482624.257,6187190.115,5511903.581,7247232.111,6130253.451,6299161.309,6165031.012
2017,,6222042.458,13502517.28,10729587.03,5484215.66,8419296.575,6234153.787,5571925.327,7270067.394,6178873.394,6446796.81,6204500.043
2018,,6138985.763,13504357.04,10783640.07,5387389.883,8417572.588,6150558.944,5486402.635,7194445.316,6097934.657,6519600.994,6111438.942
2019,,6094160.952,13528814.4,10836260.87,5327523.263,8461036.545,6106157.678,5437150.243,7160371.139,6051961.054,6470324.482,6069723.989
2020,,6321788.568,14271153.61,11471397.46,5488425.633,8951246.194,6338302.816,5620298.064,7468928.493,6258915.963,6648055.654,6307010.753
2021,,6384391.218,14890559.6,11846369.15,5496242.174,9247047.21,6399979.558,5652939.226,7593020.313,6326107.31,6796811.568,6358354.717
2022,,6577127.951,15871773.13,12592242.5,5607752.21,9743399.933,6589530.685,5796441.629,7882704.732,6531711.303,7059649.687,6531713.696
2023,,1656904.609,3998800.205,3192880.845,1410618.865,2461646.696,1658661.621,1459502.504,1987129.491,1653601.568,628289.9326,544797.3434
,Lancashire,22442437.21,38592783.62,23611161.29,14911186.93,16291223.77,20342923.68,15833056.69,22111887.76,17804650.09,33319667.69,21475707.98
2010,,1568502.408,2648501.947,1644348.26,1106452.53,1141121.4,NAN,NAN,NAN,NAN,2218527.354,1532807.363
2011,,1513525.065,2590833.328,1584319.239,1054200.255,1096611.666,NAN,NAN,NAN,NAN,2212556.681,1476845.204
2012,,1494127.841,2538725.884,1569571.421,1037026.413,1084921.047,1562984.891,1220507.361,1707003.186,1383247.135,2163800.579,1459341.274
2013,,1480906.812,2530977.984,1559746.976,1020417.978,1070123.743,1552934.421,1207715.266,1694926.18,1367087.236,2183365.769,1443992.189
2014,,1526085.522,2601280.83,1606880.757,1051934.528,1105445.084,1597884.072,1249162.952,1742565.928,1412323.059,2259301.677,1487473.801
2015,,1565449.262,2680487.394,1647487.442,1071350.806,1132425.836,1641671.85,1281559.747,1787375.584,1444890.3,2326051.627,1524868.984
2016,,1621350.711,2785935.046,1707485.838,1101610.888,1171132.741,1701868.21,1327612.52,1850931.255,1494154.166,2442776.523,1577804.171
2017,,1675689.572,2889804.903,1761470.355,1148248.223,1207455.798,1757667.795,1372034.357,1912569.567,1546164.061,2555602.437,1628645.907
2018,,1717272.396,2964459.291,1809769.818,1150286.828,1240165.036,1804266.931,1404362.464,1961513.872,1579836.725,2639797.876,1669392.339
2019,,1741030.885,3004038.528,1837783.965,1148198.932,1259406.265,1830653.299,1423853.795,1987857.817,1599639.349,2674084.535,1692776.883
2020,,1792873.242,3086986.695,1892647.593,1149338.382,1305963.034,1886355.97,1467631.532,2045064.977,1645520.726,2748686.882,1745065.141
2021,,1990496.763,3448132.174,2088246.881,1233744.186,1461330.483,2096579.656,1628452.352,2271543.745,1823035.182,3084725.808,1934730.665
2022,,2187234.746,3821604.149,2303567.617,1301303.065,1601471.695,2309503.098,1786943.989,2500331.242,1992945.689,3486190.243,2117590.694
2023,,567891.9873,1001015.467,597835.1314,337073.9164,413649.9406,600553.4908,463220.3599,650204.4048,515806.4659,324199.7028,184373.3622
,Lancaster,24023036.28,40167766.39,25144631.33,15338620.73,20815983,21535476.45,18378182.82,23101277.77,19716228.51,30489502.47,23309990.75
2010,,1649273.444,2700787.216,1702783.98,1116746.577,1436415.236,NAN,NAN,NAN,NAN,2035798.548,1630522.453
2011,,1576015.772,2607039.373,1629318.406,1058906.454,1365121.182,NAN,NAN,NAN,NAN,1997433.08,1556457.054
2012,,1631727.767,2682059.197,1690103.367,1081896.778,1421201.663,1688195.517,1449116.967,1814350.076,1560597.721,2047104.158,1612506.523
2013,,1614548.928,2657150.692,1675449.996,1057199.947,1408045.085,1665283.429,1429517.617,1789197.213,1538928.836,2030773.463,1595993.307
2014,,1665437.604,2739907.434,1732342.604,1084268.997,1453647.702,1719201.173,1477098.556,1843548.149,1585560.727,2100793.719,1646386.251
2015,,1701624.754,2822658.157,1773432.942,1103015.142,1477858.685,1757577.859,1506834.784,1885572.726,1618587.178,2142054.585,1681426.106
2016,,1754909.578,2920705.761,1832800.859,1136772.218,1518655.299,1812630.948,1554295.619,1944270.483,1669254.117,2235048.019,1732944.949
2017,,1792032.324,2987242.593,1870648.988,1178022.551,1542248.332,1849003.701,1586023.174,1986609.197,1707499.793,2315893.907,1768726.15
2018,,1830705.717,3064613.938,1920903.325,1178480.683,1575966.466,1892055.615,1618652.86,2031180.667,1739739.943,2399016.386,1805580.065
2019,,1876366.603,3147250.757,1976682.28,1192214.745,1614677.521,1941896.602,1656945.41,2083971.965,1779429.331,2455873.586,1850907.863
2020,,1914214.103,3226582.357,2023396.82,1188115.525,1652320.87,1985910.544,1689248.012,2127355.746,1808399.466,2502931.071,1888683.71
2021,,2097210.684,3575042.928,2217066.34,1265540.91,1818144.778,2179899.847,1846415.753,2336025.519,1974806.71,2781832.8,2067268.888
2022,,2312815.677,3984734.961,2455908.892,1347085.418,2006919.316,2411243.231,2032268.914,2581692.732,2166589.671,3152222.258,2274820.316
2023,,606153.3279,1051991.028,643792.5348,350354.7852,524760.8627,632577.9845,531765.149,677503.296,566835.0142,292726.8914,197767.1176
,Leeds,27135840.38,49076993.12,28700638.75,19186280.36,22231092.53,24341127.12,20346071.75,28059264.11,22267566.83,33874462.84,26175633.99
2010,,1718334.362,3049593.866,1793999.98,1272217.374,1411893.158,NAN,NAN,NAN,NAN,2065995.994,1696893.798
2011,,1677207.683,3014233.19,1750374.264,1243126.76,1368580.015,NAN,NAN,NAN,NAN,2072229.109,1650555.46
2012,,1655792.558,2951253.828,1732447.219,1213305.648,1359895.957,1692484.122,1420772.192,1952099.906,1564218.285,2033478.64,1630619.101
2013,,1661257.995,2974448.933,1738535.654,1209777.165,1363682.541,1699771.059,1424703.81,1961177.727,1568024.432,2051621.958,1634693.026
2014,,1760940.566,3138840.068,1847500.956,1274266.104,1448404.703,1801834.876,1514660.36,2073239.577,1662000.533,2184772.205,1731783.786
2015,,1852554.438,3313862.53,1948003.807,1335082.602,1519888.392,1895877.297,1592625.08,2182174.058,1747768.617,2301332.363,1821332.942
2016,,1981450.287,3550220.545,2085713.571,1426805.433,1623065.382,2027843.925,1704642.152,2332187.878,1869242.742,2489721.276,1946287.93
2017,,2074466.599,3728270.036,2178678.658,1514722.613,1689658.302,2122323.64,1783918.173,2442427.605,1958795.272,2654893.341,2034017.387
2018,,2168158.258,3913984.853,2292603.42,1552728.049,1768072.326,2220777.57,1861640.982,2557281.716,2040985.501,2797884.068,2125248.127
2019,,2225351.241,4026873.992,2364748.828,1571722.714,1815569.406,2281469.816,1908625.314,2627526.101,2089587.314,2867490.183,2181830.597
2020,,2314848,4206925.381,2471086.321,1600301.907,1895079.947,2376321.252,1981170.588,2740243.753,2164950.856,2965441.251,2272208.593
2021,,2537958.361,4672073.266,2715218.047,1704194.509,2085845.774,2608917.917,2166874.011,3012983.917,2362569.537,3307444.16,2486880.456
2022,,2796412.873,5204595.426,3014418.515,1810107.349,2298665.075,2880511.445,2381467.206,3330158.875,2583905.153,3742484.844,2731236.009
2023,,711107.1601,1331817.207,767309.5082,457922.1397,582791.5553,732994.2003,604971.8811,847762.9981,655518.5935,339673.4446,232046.7793
,Leicester,24844239.3,43324897.01,27902052.93,18154087.74,22081804.48,22300312.1,20035908.25,24874379.85,21117456.77,33433444.09,23916144.94
2010,,1438902.916,2436557.29,1585600.285,1105263.595,1287377.379,NAN,NAN,NAN,NAN,1858713.226,1418941.185
2011,,1431026.953,2456904.304,1581308.762,1098141.176,1272857.853,NAN,NAN,NAN,NAN,1910821.41,1406272.378
2012,,1441144.188,2453436.752,1596012.79,1095445.215,1285490.839,1458607.09,1317030.504,1627671.258,1396878.527,1908544.968,1417158.632
2013,,1482846.487,2535516.155,1645790.873,1116159.293,1321897.264,1501127.061,1353944.58,1674898.651,1435328.607,1970532.372,1457814.284
2014,,1553552.669,2658501.125,1727721.793,1164280.132,1384539.449,1573422.526,1420253.297,1752439.877,1502126.688,2083082.367,1526169.791
2015,,1634753.525,2816420.253,1823961.132,1222168.301,1452110.209,1656234.6,1493278.867,1845704.918,1579209.216,2192269.291,1605176.317
2016,,1773928.281,3076624.098,1984186.651,1321195.826,1572378.505,1797483.209,1620303.882,2002978.722,1713031.669,2402838.635,1740675.028
2017,,1889503.448,3297031.334,2112667.912,1432112.31,1665197.395,1913884.747,1723869.332,2137390.736,1826827.296,2608008.938,1851743.84
2018,,2031322.521,3554170.225,2284933.627,1509805.056,1793733.276,2059815.902,1852920.233,2297804.259,1957418.609,2818621.676,1990237.136
2019,,2093601.078,3673526.998,2364376.004,1534252.011,1851068.096,2124967.219,1908697.268,2369046.48,2012223.244,2900825.139,2051495.338
2020,,2227550.498,3921437.867,2526713.312,1594561.178,1973973.591,2263000.224,2028949.036,2524679.856,2134920.5,3079116.93,2183726.311
2021,,2446720.328,4347903.173,2777266.548,1702352.89,2180926.583,2488161.292,2226651.729,2776431.711,2336326.479,3432955.836,2396177.865
2022,,2698624.456,4835811.372,3087370.945,1795544.489,2414809.941,2749475.324,2453576.573,3067703.754,2559209.912,3903503.456,2640229.386
2023,,700761.95,1261056.07,804142.2982,462806.2711,625444.1046,714132.9107,636432.9518,797629.6248,663956.0288,363609.8504,230327.4449
,Leicestershire,32944182.54,47077347.28,29114050.36,18268045.4,24046230.12,29458983.19,24293142.52,32637000.81,27910286.13,42274183.94,30872131.74
2010,,1979708.491,2795517.806,1739429.169,1175883.375,1467962.999,NAN,NAN,NAN,NAN,2425333.474,1907216.653
2011,,1966938.121,2794432.028,1726194.306,1157359.172,1449215.29,NAN,NAN,NAN,NAN,2478634.136,1888997.156
2012,,1964466.304,2776855.144,1729663.124,1148103.092,1453124.129,1989986.528,1650296.14,2204718.059,1901520.9,2467940.301,1887374.95
2013,,1987989.394,2811840.826,1750107.8,1145070.743,1472959.972,2016667.172,1671007.813,2232415.459,1921632.158,2523136.578,1906863.868
